text,source,claim_num,group,labeled_text
"jihad will continue until all the hindus, christians, buddhists, atheists are killed. your secularism & tolerance can not change our ideology. quran does not permit survival of non-muslims.  abdullah zuber.",politifact,1297,3,"__label__3 jihad will continue until all the hindus, christians, buddhists, atheists are killed. your secularism & tolerance can not change our ideology. quran does not permit survival of non-muslims.  abdullah zuber."
says 1 in 5 texans did not have health insurance coverage before the pandemic and now nearly 1 in 3 texans under the age of 65 dont have access to health care insurance,politifact,166,0,__label__0 says 1 in 5 texans did not have health insurance coverage before the pandemic and now nearly 1 in 3 texans under the age of 65 dont have access to health care insurance
dr anthony fauci told us theres nothing to worry about thats his quote theres nothing to worry about,politifact,840,0,__label__0 dr anthony fauci told us theres nothing to worry about thats his quote theres nothing to worry about
says osama bin laden endorsed joe biden,politifact,20,3,__label__3 says osama bin laden endorsed joe biden
we inherited a broken test for covid 19,politifact,646,1,__label__1 we inherited a broken test for covid 19
obamas daughters caught on camera burning us flag at dc protest.,politifact,1154,3,__label__3 obamas daughters caught on camera burning us flag at dc protest.
says gloves shouldnt be worn in public because if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go,politifact,831,0,__label__0 says gloves shouldnt be worn in public because if you are wearing the same set of gloves all over town you are only spreading germs everywhere you go
says you can get a free $100 lowes coupon by answering a few questions,politifact,1267,3,__label__3 says you can get a free $100 lowes coupon by answering a few questions
i see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in kansas city or st louis,politifact,562,1,__label__1 i see no time in the history of this country when perfectly healthy people have been basically confined to their homes or only able to do essential things as in kansas city or st louis
says image shows pete buttigieg in a leather suit posing with two other men.,politifact,1318,3,__label__3 says image shows pete buttigieg in a leather suit posing with two other men.
says if you donate blood they have to test you for coronavirus,politifact,686,1,__label__1 says if you donate blood they have to test you for coronavirus
new york is one of only 12 states where the average gallon of gas costs more than $2.00.,politifact,957,2,__label__2 new york is one of only 12 states where the average gallon of gas costs more than $2.00.
there were not chemical irritants used to clear a crowd. pepper balls are not a chemical irritant.,politifact,189,3,__label__3 there were not chemical irritants used to clear a crowd. pepper balls are not a chemical irritant.
"says president donald trump promised 13,000 new jobs to the people of #wisconsin. 3 years later, were still waiting_Â¦",politifact,975,2,"__label__2 says president donald trump promised 13,000 new jobs to the people of #wisconsin. 3 years later, were still waiting_Â¦"
the media pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus,politifact,699,1,__label__1 the media pulled down an entire shelf of goods so that they can present the news of people buying stuff in a hysteria over the coronavirus
says michigan gov gretchen whitmers family spent may 20 at her second home breaking her own stay at home orders,politifact,510,1,__label__1 says michigan gov gretchen whitmers family spent may 20 at her second home breaking her own stay at home orders
says gov. gretchen whitmer defunded the michigan state police and the prisons.,politifact,1082,3,__label__3 says gov. gretchen whitmer defunded the michigan state police and the prisons.
a study showed that over 1 million people in north carolina have now been exposed to the virus,politifact,474,1,__label__1 a study showed that over 1 million people in north carolina have now been exposed to the virus
non essential people get to file for unemployment and make two to three times more than normal but essential workers still on the job get no pay raise,politifact,856,0,__label__0 non essential people get to file for unemployment and make two to three times more than normal but essential workers still on the job get no pay raise
a sign shows an anti lockdown protester carrying a sign reading social distancing = communism,snopes,747,0,__label__0 a sign shows an anti lockdown protester carrying a sign reading social distancing = communism
